show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s728,TV Show,"Total Recall(ed): The Story of America's Largest, Wildest Recall Election",,,,"May 6, 2021",2021,,1 Season,Documentaries,"In 2003, Gray Davis became the first California governor to ever face a recall election. Outrage over an electricity crisis and a car tax fueled the grassroots movement, which quickly transformed into a larger than life political circus led by 'The Terminator' Arnold Schwarzenegger. A whopping 134 other candidates jumped into the race including media mogul Arianna Huffington, actor Gary Coleman, Hustler magazine’s Larry Flynt, adult film star Mary Carey, and college student Daniel Watts, who ran using money he won on ‘Wheel of Fortune.’ In just 10 wild weeks, Schwarzenegger overcame accusations of sexual misconduct and political inexperience to power his way to the top of the pack – ultimately ousting Davis to take on the biggest role of his life: California Governor. For the first time together, key players explain how this one-of-a-kind political moment unfolded. Hear from former Governor Gray Davis, former Lt. Governor Cruz Bustamante, recall petition founder Ted Costa, citizen candidates Mary Carey and Daniel Watts, former San Francisco Mayor Willie Brown, Schwarzenegger's communications director Rob Stutzman, Gray Davis's press secretary Steve Maviglio, historian Barry Bradford, and journalist Phil Matier."
s729,Movie,Shadow in the Cloud,,,,"May 5, 2021",2020,R,83 min,"Action, Adventure, Horror",A female WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.
s730,Movie,Skyfall,,,,"May 5, 2021",2012,PG-13,143 min,"Action, Adventure, Thriller","Bond's loyalty to M is tested as her past comes back to haunt her. As MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
s731,TV Show,Deadly Women,,,,"May 4, 2021",2013,TV-14,6 Seasons,"Crime, Documentaries, Drama","Deadly Women investigates the motives and M.O.'s of female murderers. Two experts sift forensic fact from fanciful fiction. Former FBI agent Candice DeLong offers insight into the psychology of female killers, while Dr. Janis Amatuzio, a forensic pathologist, provides commentary on the evidence that Deadly Women leave behind."
s732,TV Show,Homicide Hunter,,,United States,"May 4, 2021",2013,TV-14,7 Seasons,"Crime, Documentaries","Murder changes everything for those left in the wake of the crime, but what about the investigator who solves the heinous crime? Meet Lieutenant Joe Kenda, a 23-year veteran of the Colorado Springs Police Department who reveals the vivid memories of the most disturbing murders that still haunt him to this today."
s733,Movie,Love Sarah,,,,"May 4, 2021",2020,,98 min,"Comedy, Romance","A young woman wishes to fulfill her mother's dream of opening her own bakery in Notting Hill, London. To do this, she enlists the help of an old friend and her grandma."
s734,TV Show,Naked and Afraid,,,United States,"May 4, 2021",2013,TV-14,2 Seasons,"Adventure, Documentaries, Reality","Strangers find themselves stranded in some of the world’s most remote areas with no water, no tools – and no clothes."
s735,TV Show,Pikwik Pack,,,,"May 4, 2021",2020,TV-Y,1 Season,"Adventure, Kids","Suki the hedgehog, Axel the raccoon, Tibor the hippo and Hazel the cat deliver magical packages filled with love to the kind citizens of Pikwik. Every day, a new surprise package arrives. The team might face rough rapids, stormy skies, or a foggy forest, but when they work together, they always deliver! Each delivery is chock-full of big adventures, silly hijinks, and heartfelt charm that will entertain while underscoring the value of community, responsibility and teamwork."
s736,Movie,The Legend of Baron To'a,,,,"May 3, 2021",2020,,106 min,"Action, Comedy","When his late father’s championship belt is stolen by a ruthless gang, a displaced Tongan man must defeat the kingpin and get the title back."
s737,Movie,Flight,,,,"May 2, 2021",2012,TV-MA,139 min,"Black Stories, Drama, Family","A veteran pilot makes a miraculous landing after a mechanical malfunction sends his plane hurtling toward the ground, but an investigation into the incident reveals that he was drunk at the time."
s738,Movie,An Elephant's Journey,,,,"May 1, 2021",2017,PG,90 min,"Adventure, Drama","While living in Africa with his aunt (Elizabeth Hurley), a teen boy (Sam Ashe Arnold) teams up with a huge, friendly elephant to take down a dangerous gang of local poachers."
s739,TV Show,Are You the One?,,,,"May 1, 2021",2014,TV-14,3 Seasons,"Reality, Romance","If your perfect match was standing right in front of you, would you even know it? In the most ambitious dating experiment ever attempted, that question will be answered as contestants compete in a series of challenges designed to test the intelligence of their heart. ""Are You The One"" begins by selecting 10 beautiful single women from across the US. Using the most extensive matchmaking process ever seen, 10 men will be found and perfectly matched for these women. But the results aren't revealed to them. Now all 20 people are living together in Hawaii where they share one objective: Find their perfect match. Each week, the group will follow their hearts and lock in a choice of who they think is their perfect match. If all 20 people find their perfect match within 10 tries, they'll all split $1 MILLION!"
s740,TV Show,Bad Girls Club,,,,"May 1, 2021",2006,TV-14,4 Seasons,"Comedy, Reality","From Bunim-Murray, the producers of ""The Real World"" comes Oxygen's reality series, The Bad Girls Club. These women have issues with anger, trust and control, and claim they want to change. Will living together help them move forward and turn their lives around – or will chaos rule?"
s741,Movie,Blast From the Past,,,,"May 1, 2021",1999,PG-13,112 min,"Comedy, Romance","After 35 years in a fallout shelter, naive man/child Brendan Fraser comically emerges into the modern world in this comedy."
s742,TV Show,Blind Date,,,,"May 1, 2021",2019,TV-14,1 Season,"Comedy, Reality, Romance","In the age of social media where preconceived notions dominate and dating apps thrive on a swipe left or right, hopeful singles looking to form a true connection – or perhaps just any connection – take the ultimate plunge when they embark on a blind date."
s743,Movie,Blue Chips,,,,"May 1, 2021",1994,PG-13,108 min,"Drama, Sports","A College b-ball coach on the verge of his first losing season recruits several talented players, but when the players make financial requests, the coach gives in to the demands. His team is winning again but the decisions he made tears him apart."
s744,Movie,Bound,,,,"May 1, 2021",1996,R,109 min,"Crime, Drama, LGBTQ+","The lesbian romance between a newly-released ex-con, and the girlfriend of a Mafia money-launderer, has a mercenary dynamic. The girls plan to walk off with a suitcase of $2 million cash, but the Mafioso finds out a little too soon."
s745,TV Show,Dating: No Filter,,,,"May 1, 2021",2019,TV-14,2 Seasons,"Comedy, Reality, Romance","Comedians watch singles as they go on dates, providing unfiltered commentary on all the shock and awe that you the viewer are already thinking. The funny, the cringe-worthy and the brutally honest. Welcome to Dating: No Filter."
s746,Movie,Dr. Bird's Advice for Sad Poets,,,,"May 1, 2021",2021,R,109 min,"Comedy, Drama","In the emotionally charged, wild and humorous world of sixteen year old James Whitman, we see his struggle to overcome anxiety and depression by seeking advice from Dr. Bird - an imaginary pigeon therapist - in the wake of his sister's disappearance."
s747,Movie,Grudge Match,,,,"May 1, 2021",2013,PG-13,113 min,Comedy,Bitter former boxing rivals Robert De Niro and Sylvester Stallone step into the ring as senior citizens to settle a 30-year-old score.
s748,TV Show,I Am Cait,,,United States,"May 1, 2021",2015,TV-14,2 Seasons,"Documentaries, Drama, LGBTQ+","Living for the first time as the person she feels she was born to be, the docu-series will also explore what Cait's transition means for the people in her life."
s749,Movie,I Love You Phillip Morris,,,,"May 1, 2021",2010,R,98 min,"Comedy, Drama, LGBTQ+","Jim Carrey shines as a man who comes out of the closet, goes on a spree as a con man and later finds love in prison."
s750,Movie,Junior,,,,"May 1, 2021",1994,PG-13,110 min,"Comedy, Romance","A male fertility research scientist decides to test the latest drug on himself - and becomes the world's first pregnant man! With Emma Thompson, Frank Langella."
s751,TV Show,Married to Medicine,,,,"May 1, 2021",2013,TV-14,6 Seasons,"Reality, Romance","The docu-series, which takes viewers inside the fast-paced and drama-filled social scene of Atlanta's exclusive medical inner circle. The series follows the lives of six successful women, including doctors and wives of doctors, as they juggle their careers, family and social calendars."
s752,Movie,Resident Evil: Apocalypse,,,,"May 1, 2021",2004,R,94 min,"Action, Adventure, Horror",Alice is in Horrorland – again – in this bloody sequel that pits the lovely heroine against another army of flesh-eating zombies.
s753,Movie,Resident Evil: Extinction,,,,"May 1, 2021",2007,R,94 min,"Action, Adventure, Horror",Alice fights the Umbrella Corporation and their plan to replace humankind with a race of undead clones.
s754,TV Show,Shahs of Sunset,,,,"May 1, 2021",2012,TV-14,6 Seasons,"Reality, Romance","Shahs of Sunset follows a group of friends who are trying to juggle their active social lives and up-and-coming careers while balancing the demands of their families and traditions. These passionate socialites are fervent on the dating and party scene, but seeking approval from their family they face pressures to settle down and marry within the community. From outings on Rodeo Drive to traditional Persian feasts at home, this series celebrates the unique lifestyle of a group of friends who have worked har"
s755,TV Show,Texicanas,,,,"May 1, 2021",2019,TV-14,1 Season,Reality,"The series follows a stylish group of San Antonio sophisticates as they try to balance their social lives and the demands of raising a family. But, it's their shared experience of facing the ongoing challenges of American culture, while still finding ways to honor their heritage and traditions that bonds these ladies with a connection that runs deeper than friendship."
s756,Movie,The Age of Adaline,,,,"May 1, 2021",2015,PG-13,113 min,"Drama, Romance, Science Fiction",Blake Lively and Harrison Ford star in this stirring romantic drama about a 29-year-old woman who has stopped aging - and the timeless power of love.
