Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PetID,PhotoAmt,AdoptionSpeed
Dog,No Names Yet,2,Terrier,Mixed Breed,2,Brown,Cream,White,3,2,1,1,2,1,0,Selangor,49c5dbda7,6,1
Cat,Optimus Prime,2,Tabby,Domestic Short Hair,1,Gray,,,2,2,2,2,2,1,25,Selangor,b2936408d,5,2
Dog,Samson,3,Mixed Breed,,1,Black,Brown,White,2,1,1,1,1,1,0,Selangor,26161bad4,6,4
Cat,Henry,4,Domestic Short Hair,,1,Black,White,,2,1,2,2,2,1,30,Selangor,095de41ba,2,1
Cat,Cat 1,12,Siamese,Domestic Long Hair,1,Brown,Cream,White,2,3,1,1,2,1,100,Selangor,020fbbc9d,2,4
Dog,Buck,24,Husky,,2,White,,,2,2,3,3,2,1,0,Johor,49f06aa59,1,3
Cat,Kyra,27,Domestic Short Hair,,2,Black,Gray,White,2,1,1,1,1,1,0,Selangor,a3e32d538,3,3
Cat,Three Kittens Mixed Gender,2,Domestic Medium Hair,,1,Brown,White,,2,2,2,2,2,1,0,Negeri Sembilan,edbe94a1b,3,3
Cat,Soufian,15,Tuxedo,,1,Black,White,,2,1,1,1,2,1,0,Kuala Lumpur,2e116036a,3,4
Cat,Oyen,2,Domestic Short Hair,,2,Golden,,,1,1,2,1,2,1,0,Selangor,2ffddd303,1,2
Dog,Pearly,24,Poodle,,2,Cream,,,1,2,1,1,1,1,0,Selangor,21a56b530,3,1
Dog,Brandon,24,Mixed Breed,Mixed Breed,1,Yellow,White,,3,1,1,1,2,1,100,Negeri Sembilan,c50926700,3,4
Dog,Brownie,3,Mixed Breed,,2,Brown,,,1,1,1,1,2,1,0,Selangor,1dcd8bc8a,4,1
Dog,,1,Mixed Breed,,2,Black,White,,2,1,2,3,3,1,0,Selangor,2cd806c03,1,3
Dog,Coco,2,Mixed Breed,,2,Black,White,,2,1,2,2,2,1,0,Perak,794c57f72,1,2
Cat,Tucker,2,Domestic Short Hair,,2,Black,White,,1,1,2,2,2,1,0,Selangor,a0b92d7a2,2,1
Dog,Queen KLG,7,Mixed Breed,,2,Black,Brown,Cream,2,1,2,2,1,1,0,Selangor,1d1c1d51d,2,3
Dog,Luckybrown2016,24,Mixed Breed,Golden Retriever,2,Brown,,,3,2,1,2,1,1,0,Johor,fed21411c,3,4
Dog,Ruffles,61,Irish Setter,Irish Setter,2,Brown,Golden,,3,3,1,1,1,1,0,Selangor,2b6fe231b,2,3
Dog,Little Brown,3,Mixed Breed,,1,Brown,Golden,,2,1,1,1,3,2,0,Selangor,0cda0894a,9,4
Dog,Mickey,5,Miniature Pinscher,,2,Black,Brown,,1,1,1,1,2,1,200,Kuala Lumpur,cc261e309,2,1
Cat,Racoon@tompok,6,Domestic Short Hair,,2,Black,White,,2,1,2,2,2,1,0,Selangor,27177be26,3,3
Dog,ç«ç«,6,Mixed Breed,Mixed Breed,2,Golden,,,1,1,1,1,2,1,0,Kuala Lumpur,a39034cfc,2,1
Cat,Nonet,2,Domestic Medium Hair,Domestic Medium Hair,2,Black,Brown,White,1,2,2,1,2,1,0,Selangor,00be0a63e,3,1
Cat,Meyer,6,Domestic Short Hair,,1,Gray,,,2,2,1,3,1,1,0,Selangor,6154a6716,1,1
Cat,Little Pinky,1,Domestic Short Hair,,1,White,,,2,1,2,1,2,1,0,Kuala Lumpur,9e1caf559,15,2
Cat,Mel Mel,1,Domestic Short Hair,,2,Black,White,,1,1,2,2,2,1,0,Selangor,aa1cf9c0c,4,4
Cat,,1,Abyssinian,,2,White,,,2,2,2,2,2,1,0,Kuala Lumpur,bce56e27b,5,1
Dog,Lulu,1,Mixed Breed,Mixed Breed,2,Brown,White,,2,1,2,3,2,1,0,Selangor,637e741e8,1,1
Cat,Shaila's Long Hair Calico,2,Domestic Long Hair,Domestic Medium Hair,2,Black,Golden,White,2,3,2,1,2,1,50,Selangor,056bb97e4,5,0
Dog,Fiona,10,Mixed Breed,,2,Black,Brown,,1,1,1,1,1,1,0,Selangor,c0574c31a,2,3
Cat,Meow~,24,Persian,,2,Black,White,,1,3,3,2,3,1,0,Kuala Lumpur,7bc54baef,1,4
Cat,Torey,3,Domestic Short Hair,,1,Black,White,,1,1,2,1,1,1,0,Kuala Lumpur,ebd3ef2f9,5,3
Dog,Black Toy Poodle,12,Poodle,,1,Black,,,1,1,1,1,2,1,300,Selangor,b181fa99a,5,4
Dog,"HotDog-Mary (Female,Toilet Trained)",2,Mixed Breed,German Shepherd Dog,2,Black,Brown,,2,1,1,1,2,1,0,Selangor,24890da9b,13,2
Cat,Bell,4,Domestic Short Hair,,1,White,,,2,1,2,2,2,1,0,Selangor,38ed119b6,1,1
Cat,Estelle,10,Domestic Long Hair,,2,Brown,Yellow,White,1,2,1,1,1,1,120,Selangor,32f29129c,3,2
Dog,,36,Mixed Breed,,1,Cream,Gray,,1,2,3,3,3,2,0,Selangor,577c72b39,3,2
Cat,Hannah,1,Domestic Medium Hair,,2,Brown,Cream,White,1,2,2,2,2,1,0,Selangor,4652decf5,3,1
Cat,,2,Domestic Short Hair,,1,Brown,Yellow,,2,2,2,2,2,1,0,Selangor,85e72abd0,3,1
Dog,Polo,120,Miniature Pinscher,,1,Black,Brown,,2,1,1,1,1,1,0,Kuala Lumpur,f618c35b8,1,4
Dog,Honey,12,Terrier,Mixed Breed,2,Brown,Golden,Cream,2,2,2,2,2,1,0,Selangor,f5fc7d4a5,1,4
Cat,Kiki,24,Domestic Medium Hair,,2,Black,Golden,White,2,2,1,1,1,1,250,Pulau Pinang,4b29bbd04,2,4
Dog,Toby,2,Mixed Breed,Doberman Pinscher,1,Black,Brown,Cream,2,1,1,1,2,1,200,Selangor,52ed9719f,8,3
Dog,Daisy,17,Mixed Breed,,2,Cream,,,3,1,1,1,1,1,0,Pulau Pinang,e7c1eb9ec,2,3
Dog,Puppies For Adoption,2,Mixed Breed,,1,Brown,White,,2,1,2,2,2,1,0,Pulau Pinang,331476348,1,3
Cat,Aslan,3,Domestic Short Hair,,1,Black,White,,2,1,1,1,1,1,0,Selangor,010a59236,21,4
Dog,Fancy,1,Mixed Breed,,2,Cream,,,2,2,2,2,2,1,0,Selangor,e899d33d5,2,1
Cat,A Stray Cat,12,Domestic Short Hair,,1,Black,,,2,2,3,3,2,2,0,Kuala Lumpur,0497c5ed8,3,4
Dog,PP,36,Mixed Breed,,1,Brown,,,2,2,2,2,2,2,1,Selangor,cccbf8c47,2,4
Dog,Marco,48,Mixed Breed,,1,Brown,White,,2,1,1,1,1,1,0,Selangor,31081d71d,4,4
Dog,Kiko,2,Terrier,,2,Brown,White,,2,1,2,2,2,1,0,Selangor,c5aeec694,2,1
Dog,Shar Pei,4,Shar Pei,Mixed Breed,2,Brown,,,1,1,3,3,3,1,0,Selangor,1ce065496,5,2
Dog,Casey,1,Mixed Breed,,1,Black,Brown,,2,1,3,3,2,1,0,Selangor,8a3bb842e,2,3
Dog,Venus,3,Mixed Breed,,2,Brown,,,2,2,1,1,2,1,0,Selangor,8009b7ac8,7,2
Dog,Pekengese Without Mka,3,Pekingese,,1,Brown,Cream,,1,2,1,1,2,1,0,Sabah,fe2209833,2,2
Dog,Trish,2,Mixed Breed,,2,Brown,White,,2,1,2,1,2,1,0,Selangor,4f412d0fc,3,2
Dog,Dolly,12,Shih Tzu,,2,Black,White,,1,3,1,1,2,1,650,Selangor,67ef0c9a6,2,4
Dog,Alpha,2,Mixed Breed,,2,Cream,,,2,2,2,2,2,1,150,Selangor,732a2ed35,3,3
Cat,Maroo,2,Tuxedo,,2,Black,Gray,White,1,1,2,2,2,1,0,Kuala Lumpur,372d1784a,3,0
Dog,Kiki,12,Mixed Breed,,2,Brown,,,2,1,3,3,3,1,0,Selangor,dd9ee4a38,3,4
Cat,,3,Turkish Angora,,1,Black,White,,1,2,2,2,2,1,0,Selangor,56cba1beb,2,2
Cat,,1,Domestic Medium Hair,,1,Black,White,,1,2,2,2,2,1,0,Selangor,7f5cb9583,4,1
Dog,Kayla,10,Border Collie,Norfolk Terrier,2,Black,White,,2,2,1,1,1,1,0,Kedah,1539be087,3,3
Cat,Fuzzy,6,Persian,Tortoiseshell,2,Black,Brown,Yellow,1,2,2,2,2,1,0,Kuala Lumpur,6d87736bc,3,1
Cat,Flower,2,Calico,Domestic Short Hair,2,Black,Brown,White,2,1,2,1,2,1,0,Selangor,36f3f7027,5,1
Dog,Rocky OR Can Change Name,4,Mixed Breed,,1,Black,Brown,,2,1,1,1,2,1,0,Negeri Sembilan,69b79d62d,3,4
Cat,Putih,2,Domestic Short Hair,,2,Black,White,,1,1,2,3,2,1,0,Selangor,74e81519b,1,1
Cat,Female Kitten - 4-5 Weeks Old,1,Tabby,,2,Black,Golden,White,2,1,2,1,2,1,0,Kuala Lumpur,66b206dbe,2,0
Dog,Billie,84,Poodle,,1,Black,,,1,2,1,1,1,1,0,Selangor,b59e875ed,5,4
Cat,Pumpkin,3,Calico,,2,Black,Yellow,White,2,2,2,1,2,1,80,Kuala Lumpur,63f28922e,5,1
Dog,FRIDAY,7,Terrier,Doberman Pinscher,1,Brown,White,,2,1,1,1,1,1,0,Selangor,a45142177,3,3
Cat,Snowy [URGENT],1,Domestic Short Hair,,1,White,,,1,1,2,2,2,1,0,Selangor,b84058aa2,4,1
Cat,Fury,3,Domestic Short Hair,,1,Brown,White,,1,1,2,2,2,1,0,Selangor,18dab2783,1,2
Cat,Lucky,6,Domestic Medium Hair,,1,Brown,Yellow,,2,2,1,1,1,1,0,Selangor,1d90e5473,1,0
Dog,Batty,0,Mixed Breed,,2,Brown,,,2,1,2,2,1,1,0,Selangor,0e83fbe2a,5,3
Dog,,1,Mixed Breed,,2,Black,Brown,Cream,2,2,2,2,2,1,0,Kuala Lumpur,ae14a91dc,14,2
Dog,Louisa Girl,5,Mixed Breed,Mixed Breed,2,Brown,Cream,White,2,1,1,1,1,1,0,Selangor,80bf7a371,2,4
Dog,KL Boy,3,Mixed Breed,Mixed Breed,1,Cream,,,2,1,1,1,2,1,0,Perak,859b2a95b,3,3
Dog,Pinky,3,Labrador Retriever,Mixed Breed,2,White,,,2,2,1,1,2,1,0,Perak,97dc40c6f,5,3
Cat,Yoghurt,17,Domestic Short Hair,,1,Black,Gray,White,2,1,1,1,1,1,0,Selangor,35178a75a,7,2
Dog,"Adopt, Don't Buy: EAR",12,Pit Bull Terrier,Mixed Breed,2,Brown,,,2,1,1,1,1,1,100,Selangor,39ec77c60,1,3
Dog,Zone A2 P18,6,Mixed Breed,,1,Brown,White,,1,1,1,1,2,1,0,Selangor,7988bce47,3,4
Dog,Barnie,2,Cocker Spaniel,Fox Terrier,1,Black,,,2,2,1,1,2,1,100,Kuala Lumpur,cb295209a,1,2
Dog,Friendly Boy - Still Available,24,Mixed Breed,,1,Brown,,,2,2,1,1,1,1,0,Perak,f03ea3fd5,5,4
Cat,Buster Kitten,2,Domestic Short Hair,,1,Golden,,,2,1,1,1,2,2,0,Selangor,8755daaed,5,1
Cat,Miu Miu,4,Domestic Short Hair,,2,Golden,White,,1,1,1,1,1,1,5,Selangor,36bec0c95,1,3
Dog,Puppy Lucky Kid,2,Mixed Breed,Mixed Breed,1,Black,Brown,Golden,1,2,1,1,2,1,0,Selangor,eb77ec282,5,4
Cat,Sweet,1,Domestic Short Hair,,2,Black,Brown,Yellow,1,1,2,2,2,1,0,Terengganu,3968d52d9,1,1
Dog,Hershey,8,Schnauzer,Poodle,2,Cream,,,2,2,1,1,1,1,0,Selangor,1f983f20b,5,3
Dog,Miss Poppy,3,Labrador Retriever,Mixed Breed,2,Black,,,2,1,1,1,1,1,0,Perak,b3ff03304,3,2
Cat,,3,Domestic Long Hair,Domestic Medium Hair,1,Golden,Yellow,Cream,1,2,2,1,2,1,0,Selangor,e2334b5d7,5,1
Cat,Camila  The Cheras,4,Domestic Short Hair,,2,Black,Yellow,,2,1,2,1,2,1,30,Selangor,a6231927c,1,3
Dog,Poodle,18,Poodle,,2,Brown,,,1,3,3,1,3,1,0,Selangor,3f7ef9681,1,2
Dog,Prince,1,Mixed Breed,,1,Brown,,,2,1,2,2,2,1,0,Kuala Lumpur,e01638894,1,1
Dog,Puppy,2,Boxer,Labrador Retriever,2,Golden,White,,2,1,3,3,2,1,0,Selangor,de0f0272c,2,1
Cat,NaRnIa,1,Domestic Long Hair,Domestic Short Hair,1,Black,White,,1,2,2,2,2,1,30,Johor,c994bc1b2,4,2
Dog,Grizzly Bear,2,Mixed Breed,,1,Black,White,,2,2,1,1,2,1,0,Selangor,d3a4afef1,1,1
Cat,Tipsy,8,Domestic Medium Hair,,1,Cream,Gray,White,3,2,2,1,2,1,0,Selangor,183160bf0,1,4
Cat,Lily,3,Domestic Long Hair,,2,Black,Gray,White,2,3,2,2,2,1,100,Selangor,ffd506899,2,1
Dog,Lucy,11,Mixed Breed,,2,White,,,2,3,3,3,3,1,0,Selangor,1f2573b47,1,2
Cat,Ms Koshka,6,Calico,,2,Brown,Yellow,Cream,2,1,2,2,1,1,0,Johor,f888d5f54,3,2
Cat,Bruno,2,Oriental Short Hair,,1,Brown,Cream,Gray,1,1,2,2,2,1,0,Kuala Lumpur,073f265c3,4,1
Cat,Little Kitten,2,Domestic Short Hair,,1,Black,Brown,,1,1,2,2,2,1,0,Kuala Lumpur,89bd573e1,1,2
Cat,OJ,12,Domestic Short Hair,,1,Yellow,,,2,1,2,1,1,1,0,Selangor,7f9f1a2d0,4,1
Dog,Happy-FIFI,255,Mixed Breed,,1,Brown,White,,2,2,3,3,3,1,0,Perak,5971c2462,3,4
Dog,Pandora,1,Mixed Breed,Terrier,2,Black,White,,2,1,2,2,2,1,0,Selangor,6120ace5c,2,2
Dog,Calm,4,Mixed Breed,Mixed Breed,2,Brown,Yellow,Cream,2,1,1,1,2,1,0,Selangor,40fbb932c,3,3
Dog,Jasmine,4,Mixed Breed,,2,Brown,,,2,2,1,1,2,1,0,Selangor,f22aae8af,1,3
Dog,Lil Jack Black,3,Mixed Breed,,1,Black,,,2,1,1,1,2,1,0,Selangor,f08503742,3,2
Cat,Jojo Boy,2,Domestic Medium Hair,Domestic Short Hair,1,Gray,White,,2,2,2,1,2,1,50,Selangor,d17892c89,11,2
Cat,Ziggy,1,Domestic Short Hair,,1,Brown,Yellow,Cream,2,1,2,2,2,1,0,Kedah,f3326d571,4,2
Cat,Sesame,1,Domestic Short Hair,,1,Black,White,,2,1,2,1,2,1,0,Selangor,4c6a4b965,11,3
Cat,Tompok,6,Domestic Short Hair,,1,Black,White,,2,1,1,1,3,1,0,Kuala Lumpur,c8b38c65e,6,4
Cat,Pico,36,Domestic Long Hair,,1,Black,White,,3,3,2,2,1,1,0,Kuala Lumpur,ebf5e5e77,5,4
Dog,Little Toby,5,Mixed Breed,,1,Cream,,,2,1,1,1,2,1,350,Johor,65a98c48f,2,4
Cat,Boo,3,Domestic Short Hair,,2,Black,White,,1,2,1,1,2,1,150,Selangor,a9f395ba8,6,1
Cat,FRED,53,Domestic Short Hair,,1,Black,Gray,White,2,2,1,1,1,1,0,Kuala Lumpur,8edd5d505,4,2
Dog,Baby Girl,4,Mixed Breed,,2,Cream,,,1,3,2,2,2,1,0,Perak,d4c153877,3,1
Cat,AYONG,18,Tuxedo,Domestic Short Hair,1,Black,White,,2,1,2,1,1,1,0,Kuala Lumpur,b67261194,1,4
Dog,Blackie,2,Mixed Breed,,1,Black,Brown,,2,1,2,1,2,1,0,Selangor,99daba941,1,4
Cat,Opi,10,Domestic Short Hair,,2,Brown,Golden,White,1,1,1,1,2,1,0,Kuala Lumpur,868fb91f3,4,4
Dog,Caramel,3,Mixed Breed,Mixed Breed,2,Brown,,,2,1,1,1,2,1,0,Selangor,7cd898f38,9,2
Dog,Doggie R16,1,Mixed Breed,,2,White,,,2,1,2,1,2,1,0,Kuala Lumpur,01e5d357f,5,2
Dog,âª Bambi âª,2,Mixed Breed,,2,Black,Brown,,2,1,2,1,2,1,200,Johor,77a74852b,4,1
Dog,Brownie,2,Mixed Breed,Mixed Breed,2,Brown,,,2,1,2,1,2,1,0,Selangor,0b051c8b3,1,3
Dog,Rocky,48,Rottweiler,Mixed Breed,1,Black,,,3,1,1,1,1,1,0,Kuala Lumpur,3b2b69d20,4,1
Dog,Jojo,36,German Shepherd Dog,,2,Black,Brown,,3,2,1,1,1,1,0,Kuala Lumpur,ac3a5c473,5,1
Dog,Bugsy,12,Mixed Breed,,1,Yellow,,,2,1,1,1,1,1,300,Selangor,8cb325d19,3,4
Cat,MeowMeow,2,Domestic Short Hair,Domestic Short Hair,2,Black,Gray,White,2,1,2,1,2,1,0,Kuala Lumpur,fb9d3b9ef,7,2
Cat,,9,Domestic Short Hair,,2,Black,,,2,2,1,1,1,1,0,Selangor,83f13202e,1,4
Cat,Iris,36,Domestic Medium Hair,Bengal,1,Brown,Gray,White,2,2,3,1,1,1,0,Selangor,a9caf7e92,4,4
Dog,Puppy,2,Mixed Breed,,1,Brown,Golden,White,2,1,2,1,2,1,0,Selangor,bfab5f493,5,1
Dog,Rooney,60,Golden Retriever,,1,Golden,,,3,2,1,1,1,1,0,Selangor,f78698cc4,6,0
Dog,Benny,2,Mixed Breed,,1,Brown,Yellow,,2,2,1,1,2,1,0,Selangor,d5053eb47,4,3
Dog,"Chihuahua For Adoption ""Gumby""",12,Chihuahua,,2,Golden,White,,1,2,1,1,2,1,0,Pulau Pinang,9b0744be7,3,1
Cat,SPeedy,6,Siamese,Persian,1,Brown,White,,2,3,2,2,2,1,0,Selangor,6102346ee,1,3
Dog,BUNNY,4,Labrador Retriever,Mixed Breed,1,Cream,,,2,1,2,1,1,1,50,Selangor,412d6c47d,3,4
Dog,Doggy,12,Mixed Breed,,1,Yellow,,,2,1,3,3,3,1,0,Kuala Lumpur,ec4849051,1,4
Cat,Lucy,12,Tiger,,2,Black,Gray,White,2,2,2,2,2,1,0,Selangor,b2b5ee33a,3,3
Cat,Charlotte,6,Tabby,,2,Black,Gray,White,2,1,2,2,2,1,0,Selangor,a96f0d5bc,8,1
Cat,Leo,1,Domestic Short Hair,,2,Black,Brown,Golden,1,1,2,1,2,1,0,Selangor,c05a85bbb,4,1
Dog,Wo Wo,4,Mixed Breed,,1,Brown,,,3,2,1,1,2,1,0,Pulau Pinang,37e47eeab,5,2
Dog,Pumpkin,1,Mixed Breed,,2,Black,Brown,White,2,2,2,1,2,1,0,Perak,98ae607d8,6,2
Dog,BamBam,4,Mixed Breed,,1,Black,Yellow,,2,1,1,1,1,1,0,Perak,221cc9a2b,2,2
Dog,Handsome,2,Mixed Breed,Mixed Breed,1,Brown,Cream,,2,2,2,2,2,1,0,Selangor,329814145,1,4
Cat,Kasik,2,Domestic Short Hair,,1,Black,White,,2,1,2,1,2,1,0,Selangor,a8cfb849e,14,3
Dog,Mickey,1,Mixed Breed,,1,Black,Brown,White,2,2,2,2,2,1,0,Selangor,799aad68b,4,2
Dog,QQ,36,Rottweiler,Mixed Breed,2,Black,,,3,1,3,3,3,1,350,Selangor,f796b0a30,1,4
Dog,Mugsy,24,Pug,,2,Black,Brown,,1,1,1,1,1,1,0,Kuala Lumpur,ec15875ea,5,3
Dog,Buttercup,84,Flat-coated Retriever,,2,Brown,,,3,2,1,1,1,2,0,Selangor,610246129,1,4
Cat,Baby,3,Calico,Domestic Medium Hair,2,Black,Brown,White,1,2,2,1,2,1,0,Kuala Lumpur,d072a58e5,3,2
Dog,Pretty Hailey,5,Mixed Breed,,2,Black,Brown,,2,2,1,1,1,1,0,Kuala Lumpur,bfdff0622,3,4
Dog,Ah Boy,6,Mixed Breed,,1,Black,,,2,1,1,1,2,1,0,Selangor,b1ae07ad5,5,1
Cat,Moossy,1,Domestic Short Hair,,2,Black,White,,2,1,2,1,2,1,0,Selangor,38cf8b2f5,8,2
Dog,Sherry,12,Mixed Breed,,2,Brown,,,2,1,1,1,1,1,0,Kuala Lumpur,dfb0b0928,8,4
Dog,Jager,1,Mixed Breed,,1,Black,Brown,,2,1,3,1,2,1,0,Selangor,d3e488484,2,2
Dog,Bibi,1,Mixed Breed,,2,White,,,2,1,2,2,2,1,0,Pulau Pinang,a6fbe0f38,3,3
Dog,Stylo,3,Labrador Retriever,Mixed Breed,2,Black,,,3,1,1,1,2,1,0,Perak,c9d24314b,12,1
Cat,SIMBA,4,Domestic Short Hair,,1,Black,,,2,1,1,1,2,1,0,Selangor,6c6a5b5ac,6,2
Dog,K-15 Junior,24,Mixed Breed,,1,Brown,,,2,2,1,1,3,1,0,Kuala Lumpur,1fd056050,5,4
Dog,Mr. Handsome,24,Mixed Breed,,1,Black,Brown,,2,1,3,3,3,1,0,Kuala Lumpur,abd7a3201,1,4
Cat,Don,12,Domestic Medium Hair,,1,Black,White,,2,2,1,1,1,1,0,Negeri Sembilan,05a05d562,3,1
Cat,Guinness,1,Oriental Short Hair,,1,Black,,,2,1,2,2,2,1,0,Selangor,b96e5f6a6,1,1
Dog,Flora,2,Mixed Breed,,2,Black,Brown,,2,2,1,1,2,1,80,Pulau Pinang,b233246be,1,4
Dog,Pepper,2,Mixed Breed,,2,Brown,,,2,1,2,1,2,1,0,Selangor,44db1cade,4,4
Dog,Minnie,60,Poodle,,2,White,,,1,2,1,1,3,1,1,Johor,f90762cef,1,0
Cat,Bob The Gentle Cat,9,Domestic Short Hair,Domestic Short Hair,1,Golden,,,2,2,2,1,1,1,30,Selangor,3a14fbb8e,4,2
Dog,Chiko,2,Mixed Breed,,2,Brown,,,2,1,1,1,2,1,0,Kuala Lumpur,4f9379256,4,3
Dog,Bagheera (Baggy),3,Mixed Breed,,1,Black,,,2,2,3,3,3,1,0,Selangor,b43155295,1,4
Dog,Buddy,15,Mixed Breed,,1,Brown,,,3,1,2,2,2,1,0,Selangor,dc4e92b83,2,4
Cat,Cloudy,2,Domestic Medium Hair,,1,Golden,White,,2,2,2,1,2,1,50,Selangor,a56d6eceb,9,2
Dog,Tobby,20,Mixed Breed,,1,Black,,,2,1,1,1,2,1,0,Negeri Sembilan,8e5356302,5,4
Cat,Baby,3,Domestic Medium Hair,,2,Black,White,,1,2,3,1,3,1,0,Kuala Lumpur,36010cec4,15,3
Dog,Baby,3,Mixed Breed,,2,Black,Brown,,2,2,2,2,2,1,0,Kuala Lumpur,143a52d8b,3,4
Dog,Scotty,4,Terrier,Mixed Breed,1,Cream,White,,2,1,1,1,2,1,0,Selangor,eda2151fa,4,1
Cat,KUNING,12,Domestic Short Hair,,1,Yellow,,,2,1,1,1,1,1,0,Kuala Lumpur,f336dbe0f,1,4
Dog,White Mongrel Female Dog,24,Mixed Breed,Mixed Breed,2,White,,,3,2,1,1,2,1,0,Selangor,9d3c3c390,5,4
Dog,Milo,4,Mixed Breed,,1,Black,Brown,,2,2,2,2,2,1,0,Johor,8a97062f5,1,2
Dog,MissyWhite,2,Mixed Breed,,2,White,,,2,1,2,2,2,1,0,Selangor,5a3e60ced,5,4
Dog,Hope,48,Mixed Breed,,2,Black,Brown,,3,1,1,1,2,1,0,Selangor,8632f7132,2,4
Dog,Fei Tut Tut,1,Mixed Breed,Belgian Shepherd Dog Sheepdog,1,Black,Brown,White,2,2,2,1,2,1,80,Selangor,c7338db23,10,0
Dog,Caramel,2,Mixed Breed,,1,Brown,White,,2,1,1,1,2,1,0,Kuala Lumpur,1a849a445,3,3
Dog,Simba,4,Mixed Breed,Mixed Breed,2,Cream,,,1,1,1,1,3,1,0,Kuala Lumpur,cbb64ed77,5,4
Dog,Jasper,2,Yellow Labrador Retriever,Mixed Breed,1,Brown,,,2,1,3,3,2,1,0,Selangor,356d9395d,3,2
Dog,Husky,4,Siberian Husky,,1,Black,White,,3,2,3,3,3,1,0,Selangor,9fae764f0,1,2
Dog,"Female Puppy3, 6 Weeks",1,Mixed Breed,Mixed Breed,2,Cream,,,2,1,2,2,2,1,0,Pulau Pinang,c1f4af354,1,1
Dog,,1,Mixed Breed,,1,Golden,,,1,1,2,2,3,1,0,Kuala Lumpur,8cf93cab0,2,4
Dog,BOY,12,Mixed Breed,,1,Brown,,,2,1,1,1,3,1,0,Selangor,a63f6c6a1,10,3
Cat,Alien 1,2,Domestic Medium Hair,,2,Black,Golden,,2,2,2,2,2,1,50,Selangor,076d6f830,5,2
Dog,Casper,24,Poodle,,1,White,,,2,2,1,1,2,1,250,Kuala Lumpur,a04c35bc6,2,1
Dog,,0,Mixed Breed,,2,Black,,,2,1,3,3,3,3,0,Kuala Lumpur,0b3b23c20,1,4
Cat,Colby,6,Domestic Short Hair,,2,Golden,,,2,1,2,2,2,2,0,Kuala Lumpur,098b6e1e6,3,4
Cat,,0,Domestic Short Hair,,1,Black,Brown,,2,1,2,2,2,1,0,Selangor,4c56ed2b6,2,4
Cat,Bbchendol,2,Tortoiseshell,,2,Black,Brown,Golden,1,2,1,1,3,1,20,Selangor,0173c456c,9,4
Dog,Hazy,36,Siberian Husky,,1,Brown,Cream,White,3,2,3,3,1,1,750,Selangor,f073c005e,9,2
Dog,Fenny,5,Mixed Breed,Dalmatian,2,Black,Gray,White,2,2,1,1,2,1,0,Selangor,0a0e8c15b,2,4
Cat,Kitten RA15,2,Domestic Short Hair,,2,Cream,White,,2,1,2,1,2,1,0,Kuala Lumpur,09a41530d,3,2
Cat,Si Puteh,5,Domestic Short Hair,,1,Yellow,White,,2,1,2,2,2,1,0,Selangor,5ae7359ab,9,2
Cat,Tommy,14,Domestic Long Hair,Bobtail,1,Cream,,,3,2,3,3,2,2,0,Kuala Lumpur,28e151af1,2,4
Cat,Jacob,18,Domestic Medium Hair,,2,Golden,,,2,2,3,3,3,1,100,Selangor,c6bb64d82,6,3
Cat,Tiger,2,Domestic Short Hair,,1,Brown,Golden,Cream,2,2,1,1,2,1,0,Kuala Lumpur,eb64e3d68,21,2
Cat,Yily,1,Domestic Medium Hair,,2,Brown,Cream,White,2,2,2,2,2,1,0,Selangor,d99012d9f,4,2
Cat,,1,Domestic Medium Hair,,2,Gray,White,,2,2,2,2,2,1,0,Selangor,01ecd8b66,3,2
Cat,Peaches,2,Domestic Short Hair,,2,White,,,2,1,1,1,2,1,30,Selangor,6d2c3b550,1,2
Cat,Pets + Strays : Blue Eyes Blacky,1,Domestic Short Hair,,2,Black,Brown,Gray,2,1,2,1,2,1,0,Kuala Lumpur,69d95bc54,1,2
Dog,Dixie,2,Mixed Breed,,2,Black,White,,2,1,1,1,1,1,0,Selangor,2d8db1c19,14,4
Dog,Debi,30,Mixed Breed,,2,Black,Golden,White,2,1,1,1,1,1,0,Selangor,6c62c854f,1,4
Dog,TOFFEE,1,Mixed Breed,,2,Brown,,,2,1,2,2,2,1,0,Selangor,079f5f1e4,1,1
Dog,BT3,2,Mixed Breed,Mixed Breed,2,Black,Brown,,2,2,2,2,1,1,0,Selangor,78332e36f,5,4
Dog,Yau Yau,6,German Shepherd Dog,Mixed Breed,2,Black,,,3,2,1,1,2,1,0,Selangor,a3eb4fe4d,2,4
Dog,Chang,6,Mixed Breed,Mixed Breed,1,Black,Brown,,2,1,1,1,2,1,0,Pulau Pinang,87615b2c6,1,3
Dog,Rusk,48,Poodle,,1,Yellow,,,1,2,1,1,1,1,300,Kuala Lumpur,8ef4b6cf3,3,3
Dog,PUTIH,8,Mixed Breed,,2,White,,,2,3,1,1,1,1,0,Melaka,78cb569c6,4,1
Dog,Garlic,2,Mixed Breed,Mixed Breed,1,Brown,White,,2,1,1,1,2,1,0,Kuala Lumpur,5cd76da7d,3,2
Dog,Tiny,3,Mixed Breed,,2,Brown,,,2,2,2,2,2,1,0,Selangor,ad6cfec5c,5,1
Dog,ADAM_Selangor Area,8,Mixed Breed,,1,Brown,,,2,1,2,2,2,1,0,Johor,db6082ae6,2,4
